anio,zona,sector,subsector,homoclave_col_fracc,seccion,descripcion_col_fracc,valor_m2,codigo_zona_homogenea,zona_homogenea
2026,Z1,B,MXHA,MV,A,MISIÓN VIRREYES,1755,Z1BMXHAMVA,Z1BMXHAMVA
2026,Z1,B,MXHA,MW,A,INGENIERO MARTHA WELCH LOYA,2025,Z1BMXHAMWA,Z1BMXHAMWA
2026,Z1,B,MXHA,NL,A,NACIONALISTA 1/2,1080,Z1BMXHANLA,Z1BMXHANLA
2026,Z1,B,MXHA,NL,B,NACIONALISTA 2/2,1215,Z1BMXHANLB,Z1BMXHANLB
2026,Z1,B,MXHA,OG,A,OSCAR GARZÓN GARATE,1215,Z1BMXHAOGA,Z1BMXHAOGA
2026,Z1,B,MXHA,OK,A,PALMAR DE ORIZABA,810,Z1BMXHAOKA,Z1BMXHAOKA
2026,Z1,B,MXHA,OQ,A,LAS MAGDALENAS,1620,Z1BMXHAOQA,Z1BMXHAOQA
2026,Z1,B,MXHA,OU,A,ORIZABA SUR,810,Z1BMXHAOUA,Z1BMXHAOUA
2026,Z1,B,MXHA,OZ,A,EJIDO ORIZABA,810,Z1BMXHAOZA,Z1BMXHAOZA
2026,Z1,B,MXHA,PO,A,LAS PALOMAS,1890,Z1BMXHAPOA,Z1BMXHAPOA
2026,Z1,B,MXHA,RV,A,REVOLUCIÓN,1620,Z1BMXHARVA,Z1BMXHARVA
2026,Z1,B,MXHA,SC,A,SANTA CLARA,1620,Z1BMXHASCA,Z1BMXHASCA
2026,Z1,B,MXHA,SL,A,SAN LUIS,1890,Z1BMXHASLA,Z1BMXHASLA
2026,Z1,B,MXHA,SZ,A,SINDICALISTA,810,Z1BMXHASZA,Z1BMXHASZA
2026,Z1,B,MXHA,UO,A,ORIZABA,1890,Z1BMXHAUOA,Z1BMXHAUOA
2026,Z1,B,MXHA,US,A,SOLIDARIDAD,1890,Z1BMXHAUSA,Z1BMXHAUSA
2026,Z1,B,MXHA,UU,A,CONJUNTO URBANO UNIVERSITARIO,2430,Z1BMXHAUUA,Z1BMXHAUUA
2026,Z1,B,MXHA,UZ,A,SOLIDARIDAD II,2160,Z1BMXHAUZA,Z1BMXHAUZA
2026,Z1,B,MXHA,VY,A,VIRREYES,810,Z1BMXHAVYA,Z1BMXHAVYA
2026,Z1,B,MXHA,WD,A,MISIÓN DE SAN DIEGO DE ALCALÁ,1620,Z1BMXHAWDA,Z1BMXHAWDA
2026,Z1,B,MXHA,WI,A,MISIÓN DE SAN IGNACIO,2025,Z1BMXHAWIA,Z1BMXHAWIA
2026,Z1,B,MXHA,WS,A,PUESTA DEL SOL RESIDENCIAL,1620,Z1BMXHAWSA,Z1BMXHAWSA
2026,Z1,B,MXHA,WW,A,VILLA DEL CAMPO,1620,Z1BMXHAWWA,Z1BMXHAWWA
2026,Z1,B,MXHA,WX,A,VILLAS DEL PARAÍSO,810,Z1BMXHAWXA,Z1BMXHAWXA
2026,Z1,B,MXHA,XB,A,RESIDENCIAL SANTA BÁRBARA,1890,Z1BMXHAXBA,Z1BMXHAXBA
2026,Z1,B,MXHA,XV,A,REAL VIRREYES,2160,Z1BMXHAXVA,Z1BMXHAXVA
2026,Z1,B,MXHA,XZ,A,RESIDENCIAL SAN MIGUEL,1620,Z1BMXHAXZA,Z1BMXHAXZA
2026,Z1,B,MXHA,YM,A,MAYOS,1080,Z1BMXHAYMA,Z1BMXHAYMA
2026,Z1,B,MXHA,YR,A,REAL DEL RÍO RESIDENCIAL,1620,Z1BMXHAYRA,Z1BMXHAYRA
2026,Z1,B,MXHA,ZE,A,ENCINAS (S.A.R.H.),810,Z1BMXHAZEA,Z1BMXHAZEA
2026,Z1,B,MXHA,ZH,A,SAN MARTÍN CABALLERO,1080,Z1BMXHAZHA,Z1BMXHAZHA
2026,Z1,B,MXHB,CV,A,CAMINO DE LOS VIRREYES,1620,Z1BMXHBCVA,Z1BMXHBCVA
2026,Z1,B,MXHA,OV,A,LOS OLIVOS,810,Z1BMXHAOVA,Z1BMXHAOVA
2026,Z1,B,MXHB,GX,A,VILLA GALICIA,810,Z1BMXHBGXA,Z1BMXHBGXA
2026,Z1,B,MPC0,55,A,C.C. SANTA BÁRBARA,2800,Z1BMPC055A,Z1BMPC055A
2026,Z1,B,MPC0,66,A,MACROPLAZA DEL VALLE,6440,Z1BMPC066A,Z1BMPC066A
2026,Z1,B,MPC0,88,A,C.C. CALIMAX SANTA BÁRBARA,2800,Z1BMPC088A,Z1BMPC088A
2026,Z1,B,MPC0,89,A,C.C. REAL DEL RÍO,2800,Z1BMPC089A,Z1BMPC089A
2026,Z1,B,MCC0,38,A,CALZ. GRAL. LÁZARO CÁRDENAS - DE DANUBIO A CALZ. HEROICO COLEGIO MILITAR,5040,Z1BMCC038A,Z1BMCC038A
2026,Z1,B,MCC0,38,B,CALZ. GRAL. LÁZARO CÁRDENAS - DE CALZ. MANUEL GÓMEZ MORÍN A CALLE RIO DANUBIO,3220,Z1BMCC038B,Z1BMCC038B
2026,Z1,A,MCC0,38,C,CALZ. GRAL. LÁZARO CÁRDENAS - DE CARRETERA A SANTA ISABEL A CALZ. MANUEL GÓMEZ MORÍN,2520,Z1AMCC038C,Z1AMCC038C
2026,Z1,B,MCC0,56,A,CALZ. MANUEL GÓMEZ MORÍN - DE AVENIDA CRISTÓBAL COLÓN A AVENIDA OAXACA,1680,Z1BMCC056A,Z1BMCC056A
2026,Z1,B,MCC0,56,B,CALZ. MANUEL GÓMEZ MORÍN - DE AVENIDA OAXACA A CARRETERA A SANTA ISABEL,2520,Z1BMCC056B,Z1BMCC056B
2026,Z1,B,MCC0,56,C,CALZ. MANUEL GÓMEZ MORÍN - DE CARRETERA A SANTA ISABEL A CANAL REFORMA,1960,Z1BMCC056C,Z1BMCC056C
2026,Z1,B,MCC0,56,D,CALZ. MANUEL GÓMEZ MORÍN - DE DREN REFORMA A PROLONGACIÓN CALZADA LÁZARO CÁRDENAS.,1960,Z1BMCC056D,Z1BMCC056D
2026,Z1,B,MCC0,52,A,CARRETERA A SANTA ISABEL - DE CALZ. MANUEL GÓMEZ MORÍN A CALLE YUGOSLAVIA,2100,Z1BMCC052A,Z1BMCC052A
2026,Z1,B,MZI,23,A,PROGRESO Y AMPLIACIÓN,1800,Z1BMZI023A,Z1BMZI023A
2026,Z1,B,MZI,28,A,SUN POWER,1800,Z1BMZI028A,Z1BMZI028A
2026,Z1,A,MZI,BME,A,WESTGATE INDUSTRIAL PARK,1400,Z1AMZIBMEA,Z1AMZIBMEA
2026,Z2,C,MXH,BFB,A,BALBUENA RESIDENCIAL,2430,Z2CMXHBFBA,Z2CMXHBFBA
2026,Z2,C,MXHA,AI,A,ANACLETO OROZCO,1890,Z2CMXHAAIA,Z2CMXHAAIA
2026,Z2,C,MXHA,AJ,A,JUSTO SIERRA AMPLIACIÓN,2025,Z2CMXHAAJA,Z2CMXHAAJA
2026,Z2,C,MXHA,AN,A,ANÁHUAC,3375,Z2CMXHAANA,Z2CMXHAANA
2026,Z2,C,MXHA,AU,A,AURORA,1755,Z2CMXHAAUA,Z2CMXHAAUA
2026,Z2,C,MXHA,BA,A,BARRIO ÁLAMO,2160,Z2CMXHABAA,Z2CMXHABAA
2026,Z2,C,MXHA,BP,A,BARRIO PASADINA,1080,Z2CMXHABPA,Z2CMXHABPA
2026,Z2,C,MXHA,BV,A,BELLA VISTA,1080,Z2CMXHABVA,Z2CMXHABVA
2026,Z2,C,MXHA,BW,A,BORDO WISTERIA,1620,Z2CMXHABWA,Z2CMXHABWA
2026,Z2,C,MXHA,CB,A,BURÓCRATA,4050,Z2CMXHACBA,Z2CMXHACBA
2026,Z2,C,MXHA,CE,A,ESPERANZA,2430,Z2CMXHACEA,Z2CMXHACEA
2026,Z2,C,MXHA,CG,A,GUAJARDO,2430,Z2CMXHACGA,Z2CMXHACGA
2026,Z2,C,MXHA,CL,A,LIBERTAD,3375,Z2CMXHACLA,Z2CMXHACLA
2026,Z2,C,MXHA,CU,A,CONSTITUYENTES DE B.CFA.,1890,Z2CMXHACUA,Z2CMXHACUA
2026,Z2,C,MXHA,CZ,A,ESPERANZA AGRÍCOLA,2430,Z2CMXHACZA,Z2CMXHACZA
2026,Z2,C,MXHA,DN,A,DIVISIÓN DEL NORTE,1620,Z2CMXHADNA,Z2CMXHADNA
2026,Z2,C,MXHA,DR,A,DEL RASTRO,1620,Z2CMXHADRA,Z2CMXHADRA
2026,Z2,C,MXHA,EF,A,EST. FERROCARRIL,1620,Z2CMXHAEFA,Z2CMXHAEFA
2026,Z2,C,MXHA,EZ,A,ZACATECAS EX-EJIDO URBANO,1620,Z2CMXHAEZA,Z2CMXHAEZA
2026,Z2,C,MXHA,FC,A,FERROCARRIL,2295,Z2CMXHAFCA,Z2CMXHAFCA
2026,Z2,C,MXHA,FE,A,EGUÍA,1080,Z2CMXHAFEA,Z2CMXHAFEA
2026,Z2,C,MXHA,FM,A,JARDINES DE SAN MARCOS,3780,Z2CMXHAFMA,Z2CMXHAFMA
2026,Z2,C,MXHA,FR,A,RESIDENCIAS 1/2,4725,Z2CMXHAFRA,Z2CMXHAFRA
2026,Z2,C,MXHA,FR,B,RESIDENCIAS 2/2,4725,Z2CMXHAFRB,Z2CMXHAFRB
2026,Z2,C,MXHA,FT,A,ESTEBAN CANTÚ,3375,Z2CMXHAFTA,Z2CMXHAFTA
2026,Z2,C,MXHA,FX,A,LAS FLORES 1/2,4050,Z2CMXHAFXA,Z2CMXHAFXA
2026,Z2,C,MXHA,FX,B,LAS FLORES 2/2,4725,Z2CMXHAFXB,Z2CMXHAFXB
2026,Z2,C,MXHA,FZ,A,ZACATECAS,1620,Z2CMXHAFZA,Z2CMXHAFZA
2026,Z2,C,MXHA,GF,A,DR. VALENTÍN GÓMEZ FARÍAS,2430,Z2CMXHAGFA,Z2CMXHAGFA
2026,Z2,C,MXHA,HC,A,CORELLA,1080,Z2CMXHAHCA,Z2CMXHAHCA
2026,Z2,C,MXHA,HG,A,MIGUEL HIDALGO,1620,Z2CMXHAHGA,Z2CMXHAHGA
2026,Z2,C,MXHA,HM,A,UNIDAD MONTE ALBÁN,2160,Z2CMXHAHMA,Z2CMXHAHMA
2026,Z2,C,MXHA,HN,A,HÉROE DE NACOZARI,3375,Z2CMXHAHNA,Z2CMXHAHNA
2026,Z2,C,MXHA,IC,A,CALAFIA,4725,Z2CMXHAICA,Z2CMXHAICA
2026,Z2,C,MXHA,IT,A,CALISSS,4725,Z2CMXHAITA,Z2CMXHAITA
2026,Z2,C,MXHA,IW,A,INSURGENTES OESTE,5400,Z2CMXHAIWA,Z2CMXHAIWA
2026,Z2,C,MXHA,JA,A,AMPLIACIÓN JARDINES DEL LAGO,5400,Z2CMXHAJAA,Z2CMXHAJAA
2026,Z2,C,MXHA,JB,A,JABONERA,2160,Z2CMXHAJBA,Z2CMXHAJBA
2026,Z2,C,MXHA,JL,A,JARDINES DEL LAGO 1/2 (SECCIÓN BOSQUES),5400,Z2CMXHAJLA,Z2CMXHAJLA
2026,Z2,C,MXHA,JL,B,JARDINES DEL LAGO 2/2 (SECCIÓN ISLAS),4050,Z2CMXHAJLB,Z2CMXHAJLB
2026,Z2,C,MXHA,JM,A,JOSUÉ MOLINA,3375,Z2CMXHAJMA,Z2CMXHAJMA
2026,Z2,C,MXHA,JS,A,JUSTO SIERRA,8775,Z2CMXHAJSA,Z2CMXHAJSA
2026,Z2,C,MXHA,KI,A,IRRIGACIÓN,3375,Z2CMXHAKIA,Z2CMXHAKIA
2026,Z2,C,MXHA,LG,A,AGUALEGUAS,810,Z2CMXHALGA,Z2CMXHALGA
2026,Z2,C,MXHA,LL,A,LOMA LINDA,1620,Z2CMXHALLA,Z2CMXHALLA
2026,Z2,C,MXHA,LM,A,ADOLFO LÓPEZ MATEOS,3375,Z2CMXHALMA,Z2CMXHALMA
2026,Z2,C,MXHA,MI,A,SANTA MÓNICA,4050,Z2CMXHAMIA,Z2CMXHAMIA
2026,Z2,C,MXHA,ML,A,MORELOS,1620,Z2CMXHAMLA,Z2CMXHAMLA
2026,Z2,C,MXHA,MU,A,SANTA CECILIA,2430,Z2CMXHAMUA,Z2CMXHAMUA
2026,Z2,C,MXHA,NE,A,NUEVA ESPERANZA,2430,Z2CMXHANEA,Z2CMXHANEA
2026,Z2,C,MXHA,NV,A,NUEVA 1/2,7425,Z2CMXHANVA,Z2CMXHANVA
2026,Z2,C,MXHA,NV,B,NUEVA 2/2,5400,Z2CMXHANVB,Z2CMXHANVB
2026,Z2,C,MXHA,PE,A,PROFESORES ESTATALES,4725,Z2CMXHAPEA,Z2CMXHAPEA
2026,Z2,C,MXHA,PG,A,PÁPAGO,1890,Z2CMXHAPGA,Z2CMXHAPGA
2026,Z2,C,MXHA,PL,A,LAS PALMAS,3780,Z2CMXHAPLA,Z2CMXHAPLA
2026,Z2,C,MXHA,PN,A,PUEBLO NUEVO,2025,Z2CMXHAPNA,Z2CMXHAPNA
2026,Z2,C,MXHA,PT,A,PARCELA 36,1620,Z2CMXHAPTA,Z2CMXHAPTA
2026,Z2,C,MXHA,QT,A,VILLA MEDITERRÁNEA 1/2,4050,Z2CMXHAQTA,Z2CMXHAQTA
2026,Z2,C,MXHA,QT,B,VILLA MEDITERRÁNEA 2/2,2835,Z2CMXHAQTB,Z2CMXHAQTB
2026,Z2,C,MXHA,RA,A,RESIDENCIAL LOS ARCOS,5400,Z2CMXHARAA,Z2CMXHARAA
2026,Z2,C,MXHA,RN,A,RÍO NUEVO,2295,Z2CMXHARNA,Z2CMXHARNA
2026,Z2,C,MXHA,RR,A,RESIDENCIAL REFORMA,4725,Z2CMXHARRA,Z2CMXHARRA
2026,Z2,C,MXHA,SI,A,SAN ISIDRO,1080,Z2CMXHASIA,Z2CMXHASIA
2026,Z2,C,MXHA,SN,A,6 DE ENERO,3375,Z2CMXHASNA,Z2CMXHASNA
2026,Z2,C,MXHA,SS,A,SEGUNDA SECCIÓN 1/2,7425,Z2CMXHASSA,Z2CMXHASSA
2026,Z2,C,MXHA,SS,B,SEGUNDA SECCIÓN 2/2,5400,Z2CMXHASSB,Z2CMXHASSB
2026,Z2,C,MXHA,TP,A,CERRADA DEL PARQUE,4725,Z2CMXHATPA,Z2CMXHATPA
2026,Z2,C,MXHA,TV,A,TELEVISORA 1/2,1620,Z2CMXHATVA,Z2CMXHATVA
2026,Z2,C,MXHA,UC,A,CUCAPAH,2160,Z2CMXHAUCA,Z2CMXHAUCA
2026,Z2,C,MXHA,UE,A,CONJUNTO URBANO ESPERANZA,2700,Z2CMXHAUEA,Z2CMXHAUEA
2026,Z2,C,MXHA,UJ,A,UNIDAD JUSTO SIERRA,2025,Z2CMXHAUJA,Z2CMXHAUJA
2026,Z2,C,MXHA,VF,A,VILLAFONTANA 1/2,5400,Z2CMXHAVFA,Z2CMXHAVFA
2026,Z2,C,MXHA,VF,B,VILLAFONTANA 2/2,4725,Z2CMXHAVFB,Z2CMXHAVFB
2026,Z2,C,MXHA,VI,A,VILLANOVA 2/3,5400,Z2CMXHAVIA,Z2CMXHAVIA
2026,Z2,C,MXHA,VI,B,VILLANOVA 3/3,2970,Z2CMXHAVIB,Z2CMXHAVIB
2026,Z2,C,MXHA,VI,C,VILLANOVA 1/3,6075,Z2CMXHAVIC,Z2CMXHAVIC
2026,Z2,C,MXHA,VK,A,VILLAS CALIFORNIA,4050,Z2CMXHAVKA,Z2CMXHAVKA
2026,Z2,C,MXHA,VQ,A,EL VIDRIO,810,Z2CMXHAVQA,Z2CMXHAVQA
2026,Z2,C,MXHA,VS,A,VILLA DEL SOL,2430,Z2CMXHAVSA,Z2CMXHAVSA
2026,Z2,C,MXHA,WR,A,PARCELA 62,2700,Z2CMXHAWRA,Z2CMXHAWRA
2026,Z2,C,MXHA,XO,A,XOCHIMILCO,1080,Z2CMXHAXOA,Z2CMXHAXOA
2026,Z2,C,MXHA,ZA,A,ZACATECAS II,1620,Z2CMXHAZAA,Z2CMXHAZAA
2026,Z2,C,MXHA,ZO,A,FRANCISCO ZARCO,1620,Z2CMXHAZOA,Z2CMXHAZOA
2026,Z2,C,MXHB,BVN,A,CONDOMINIOS VILLANOVA,2970,Z2CMXHBBVNA,Z2CMXHBBVNA
2026,Z2,C,MXHB,DN,A,PARCELA 64,1620,Z2CMXHBDNA,Z2CMXHBDNA
2026,Z2,C,MPC0,2,A,PLAZA COMERCIAL CACHANILLA,6300,Z2CMPC002A,Z2CMPC002A
2026,Z2,C,MPC0,1,A,PLAZA LA CACHANILLA,6300,Z2CMPC001A,Z2CMPC001A
2026,Z2,C,MPC0,10,A,C.C. MUNDO DIVERTIDO,6020,Z2CMPC010A,Z2CMPC010A
2026,Z2,C,MPC0,18,A,PLAZA FIMBRES,8820,Z2CMPC018A,Z2CMPC018A
2026,Z2,C,MPC0,24,A,C.C. CABALLITO,6300,Z2CMPC024A,Z2CMPC024A
2026,Z2,C,MPC0,28,A,C.C. PLAZA BAJA CALIFORNIA,6020,Z2CMPC028A,Z2CMPC028A
2026,Z2,C,MPC0,29,A,C.C. PLAZA FIESTA,6020,Z2CMPC029A,Z2CMPC029A
2026,Z2,C,MPC0,31,A,C.C. ABSA (BLVD. LÓPEZ MATEOS),4200,Z2CMPC031A,Z2CMPC031A
2026,Z2,C,MPC0,32,A,C.C. PLAZA MANDARÍN,4900,Z2CMPC032A,Z2CMPC032A
2026,Z2,C,MPC0,33,A,C.C. VILLAFONTANA,6300,Z2CMPC033A,Z2CMPC033A
2026,Z2,C,MPC0,35,A,CENTRO CÍVICO Y COMERCIAL 1/2,5600,Z2CMPC035A,Z2CMPC035A
2026,Z2,C,MPC0,36,A,CENTRO COMERCIAL VILLANOVA,6440,Z2CMPC036A,Z2CMPC036A
2026,Z2,C,MPC0,41,A,WAL MART – SAMS,6440,Z2CMPC041A,Z2CMPC041A
2026,Z2,C,MPC0,44,A,C.C. BAJA,5320,Z2CMPC044A,Z2CMPC044A
2026,Z2,C,MPC0,63,A,CENTRO CÍVICO Y COMERCIAL 2/2,3920,Z2CMPC063A,Z2CMPC063A
2026,Z2,C,MPC0,76,A,PLAZA CIMARRÓN,6580,Z2CMPC076A,Z2CMPC076A
2026,Z2,C,MPC0,97,A,CENTRO HISTÓRICO Y COMERCIAL 1/2,3360,Z2CMPC097A,Z2CMPC097A
2026,Z2,C,MPC0,97,B,CENTRO HISTÓRICO Y COMERCIAL 2/2,2800,Z2CMPC097B,Z2CMPC097B
2026,Z2,C,MCC0,5,A,CALZ. FCO. L. MONTEJANO -DE CALZ. BENITO JUAEZ A CALZ. INDEPENDENCIA,7000,Z2CMCC005A,Z2CMCC005A
2026,Z2,C,MCC0,6,A,CALZ. ADOLFO LÓPEZ MATEOS - LÍNEA INTERNACIONAL A CALZADA JAMES W. STONE,4900,Z2CMCC006A,Z2CMCC006A
